"TransectName","Point","Year","DOY","Habitat","DistanceBin","TimeBin","Count"
"Company Swamp","CS_974",2005,138,"River Levee","G25",10,0
"Company Swamp","CS_974",2006,143,"River Levee","L25",3,1
"Company Swamp","CS_974",2006,143,"River Levee","G25",3,0
"Company Swamp","CS_974",2006,143,"River Levee","L25",5,0
"Company Swamp","CS_974",2006,143,"River Levee","G25",5,1
"Company Swamp","CS_974",2006,143,"River Levee","L25",10,0
"Company Swamp","CS_974",2006,143,"River Levee","G25",10,0
"Company Swamp","CS_974",2007,136,"River Levee","L25",3,2
"Company Swamp","CS_974",2007,136,"River Levee","G25",3,0
"Company Swamp","CS_974",2007,136,"River Levee","L25",5,0
"Company Swamp","CS_974",2007,136,"River Levee","G25",5,0
"Company Swamp","CS_974",2007,136,"River Levee","L25",10,1
"Company Swamp","CS_974",2007,136,"River Levee","G25",10,0
"Company Swamp","CS_974",2008,142,"River Levee","L25",3,1
"Company Swamp","CS_974",2008,142,"River Levee","G25",3,0
"Company Swamp","CS_974",2008,142,"River Levee","L25",5,0
"Company Swamp","CS_974",2008,142,"River Levee","G25",5,0
"Company Swamp","CS_974",2008,142,"River Levee","L25",10,0
"Company Swamp","CS_974",2008,142,"River Levee","G25",10,0
"Company Swamp","CS_974",2009,142,"River Levee","L25",3,0
"Company Swamp","CS_974",2009,142,"River Levee","G25",3,0
"Company Swamp","CS_974",2009,142,"River Levee","L25",5,0
"Company Swamp","CS_974",2009,142,"River Levee","G25",5,0
"Company Swamp","CS_974",2009,142,"River Levee","L25",10,0
"Company Swamp","CS_974",2009,142,"River Levee","G25",10,0
"Company Swamp","CS_974",2010,140,"River Levee","L25",3,0
"Company Swamp","CS_974",2010,140,"River Levee","G25",3,1
"Company Swamp","CS_974",2010,140,"River Levee","L25",5,1
"Company Swamp","CS_974",2010,140,"River Levee","G25",5,0
"Company Swamp","CS_974",2010,140,"River Levee","L25",10,0
"Company Swamp","CS_974",2010,140,"River Levee","G25",10,0
"Company Swamp","CS_974",2011,144,"River Levee","L25",3,1
"Company Swamp","CS_974",2011,144,"River Levee","G25",3,0
"Company Swamp","CS_974",2011,144,"River Levee","L25",5,0
"Company Swamp","CS_974",2011,144,"River Levee","G25",5,0
"Company Swamp","CS_974",2011,144,"River Levee","L25",10,0
"Company Swamp","CS_974",2011,144,"River Levee","G25",10,0
"Company Swamp","CS_974",2012,142,"River Levee","L25",3,0
"Company Swamp","CS_974",2012,142,"River Levee","G25",3,0
"Company Swamp","CS_974",2012,142,"River Levee","L25",5,1
"Company Swamp","CS_974",2012,142,"River Levee","G25",5,0
"Company Swamp","CS_974",2012,142,"River Levee","L25",10,0
"Company Swamp","CS_974",2012,142,"River Levee","G25",10,0
"Company Swamp","CS_974",2013,148,"River Levee","L25",3,0
"Company Swamp","CS_974",2013,148,"River Levee","G25",3,0
"Company Swamp","CS_974",2013,148,"River Levee","L25",5,0
"Company Swamp","CS_974",2013,148,"River Levee","G25",5,1
"Company Swamp","CS_974",2013,148,"River Levee","L25",10,0
"Company Swamp","CS_974",2013,148,"River Levee","G25",10,0
"Company Swamp","CS_974",2014,141,"River Levee","L25",3,0
"Company Swamp","CS_974",2014,141,"River Levee","G25",3,0
"Company Swamp","CS_974",2014,141,"River Levee","L25",5,0
"Company Swamp","CS_974",2014,141,"River Levee","G25",5,1
"Company Swamp","CS_974",2014,141,"River Levee","L25",10,0
"Company Swamp","CS_974",2014,141,"River Levee","G25",10,0
"Company Swamp","CS_974",2015,139,"River Levee","L25",3,1
"Company Swamp","CS_974",2015,139,"River Levee","G25",3,0
"Company Swamp","CS_974",2015,139,"River Levee","L25",5,0
"Company Swamp","CS_974",2015,139,"River Levee","G25",5,0
"Company Swamp","CS_974",2015,139,"River Levee","L25",10,0
"Company Swamp","CS_974",2015,139,"River Levee","G25",10,0
"Company Swamp","CS_974",2016,137,"River Levee","L25",3,0
"Company Swamp","CS_974",2016,137,"River Levee","G25",3,1
"Company Swamp","CS_974",2016,137,"River Levee","L25",5,1
"Company Swamp","CS_974",2016,137,"River Levee","G25",5,0
"Company Swamp","CS_974",2016,137,"River Levee","L25",10,0
"Company Swamp","CS_974",2016,137,"River Levee","G25",10,0
"Company Swamp","CS_974",2017,135,"River Levee","L25",3,0
"Company Swamp","CS_974",2017,135,"River Levee","G25",3,0
"Company Swamp","CS_974",2017,135,"River Levee","L25",5,0
"Company Swamp","CS_974",2017,135,"River Levee","G25",5,0
"Company Swamp","CS_974",2017,135,"River Levee","L25",10,0
"Company Swamp","CS_974",2017,135,"River Levee","G25",10,0
"Company Swamp","CS_974",2018,138,"River Levee","L25",3,1
"Company Swamp","CS_974",2018,138,"River Levee","G25",3,0
"Company Swamp","CS_974",2018,138,"River Levee","L25",5,0
"Company Swamp","CS_974",2018,138,"River Levee","G25",5,0
"Company Swamp","CS_974",2018,138,"River Levee","L25",10,0
"Company Swamp","CS_974",2018,138,"River Levee","G25",10,0
"Company Swamp","CS_974",2019,140,"River Levee","L25",3,0
"Company Swamp","CS_974",2019,140,"River Levee","G25",3,0
"Company Swamp","CS_974",2019,140,"River Levee","L25",5,1
"Company Swamp","CS_974",2019,140,"River Levee","G25",5,0
"Company Swamp","CS_974",2019,140,"River Levee","L25",10,0
"Company Swamp","CS_974",2019,140,"River Levee","G25",10,0
"Company Swamp","CS_974",2021,139,"River Levee","L25",3,0
"Company Swamp","CS_974",2021,139,"River Levee","G25",3,1
"Company Swamp","CS_974",2021,139,"River Levee","L25",5,0
"Company Swamp","CS_974",2021,139,"River Levee","G25",5,0
"Company Swamp","CS_974",2021,139,"River Levee","L25",10,0
"Company Swamp","CS_974",2021,139,"River Levee","G25",10,0
"Company Swamp","CS_974",2022,143,"River Levee","L25",3,1
"Company Swamp","CS_974",2022,143,"River Levee","G25",3,0
"Company Swamp","CS_974",2022,143,"River Levee","L25",5,0
"Company Swamp","CS_974",2022,143,"River Levee","G25",5,0
"Company Swamp","CS_974",2022,143,"River Levee","L25",10,0
"Company Swamp","CS_974",2022,143,"River Levee","G25",10,0
"Company Swamp","CS_975",2001,141,"River Levee","L25",3,0
"Company Swamp","CS_975",2001,141,"River Levee","G25",3,2
"Company Swamp","CS_975",2001,141,"River Levee","L25",5,0
"Company Swamp","CS_975",2001,141,"River Levee","G25",5,0
"Company Swamp","CS_975",2001,141,"River Levee","L25",10,0
"Company Swamp","CS_975",2001,141,"River Levee","G25",10,0
"Company Swamp","CS_975",2002,140,"River Levee","L25",3,0
"Company Swamp","CS_975",2002,140,"River Levee","G25",3,1
"Company Swamp","CS_975",2002,140,"River Levee","L25",5,0
"Company Swamp","CS_975",2002,140,"River Levee","G25",5,0
"Company Swamp","CS_975",2002,140,"River Levee","L25",10,0
"Company Swamp","CS_975",2002,140,"River Levee","G25",10,0
"Company Swamp","CS_975",2003,141,"River Levee","L25",3,0
"Company Swamp","CS_975",2003,141,"River Levee","G25",3,0
"Company Swamp","CS_975",2003,141,"River Levee","L25",5,0
"Company Swamp","CS_975",2003,141,"River Levee","G25",5,0
"Company Swamp","CS_975",2003,141,"River Levee","L25",10,1
"Company Swamp","CS_975",2003,141,"River Levee","G25",10,0
"Company Swamp","CS_975",2004,142,"River Levee","L25",3,2
"Company Swamp","CS_975",2004,142,"River Levee","G25",3,0
"Company Swamp","CS_975",2004,142,"River Levee","L25",5,0
"Company Swamp","CS_975",2004,142,"River Levee","G25",5,0
"Company Swamp","CS_975",2004,142,"River Levee","L25",10,0
"Company Swamp","CS_975",2004,142,"River Levee","G25",10,1
"Company Swamp","CS_975",2005,138,"River Levee","L25",3,1
"Company Swamp","CS_975",2005,138,"River Levee","G25",3,0
"Company Swamp","CS_975",2005,138,"River Levee","L25",5,0
"Company Swamp","CS_975",2005,138,"River Levee","G25",5,0
"Company Swamp","CS_975",2005,138,"River Levee","L25",10,0
"Company Swamp","CS_975",2005,138,"River Levee","G25",10,0
"Company Swamp","CS_975",2006,143,"River Levee","L25",3,1
"Company Swamp","CS_975",2006,143,"River Levee","G25",3,0
"Company Swamp","CS_975",2006,143,"River Levee","L25",5,1
"Company Swamp","CS_975",2006,143,"River Levee","G25",5,0
"Company Swamp","CS_975",2006,143,"River Levee","L25",10,0
"Company Swamp","CS_975",2006,143,"River Levee","G25",10,0
"Company Swamp","CS_975",2007,136,"River Levee","L25",3,1
"Company Swamp","CS_975",2007,136,"River Levee","G25",3,0
"Company Swamp","CS_975",2007,136,"River Levee","L25",5,0
"Company Swamp","CS_975",2007,136,"River Levee","G25",5,0
"Company Swamp","CS_975",2007,136,"River Levee","L25",10,1
"Company Swamp","CS_975",2007,136,"River Levee","G25",10,0
"Company Swamp","CS_975",2008,142,"River Levee","L25",3,1
"Company Swamp","CS_975",2008,142,"River Levee","G25",3,0
"Company Swamp","CS_975",2008,142,"River Levee","L25",5,0
"Company Swamp","CS_975",2008,142,"River Levee","G25",5,0
"Company Swamp","CS_975",2008,142,"River Levee","L25",10,0
"Company Swamp","CS_975",2008,142,"River Levee","G25",10,0
"Company Swamp","CS_975",2009,142,"River Levee","L25",3,1
"Company Swamp","CS_975",2009,142,"River Levee","G25",3,0
"Company Swamp","CS_975",2009,142,"River Levee","L25",5,0
"Company Swamp","CS_975",2009,142,"River Levee","G25",5,0
"Company Swamp","CS_975",2009,142,"River Levee","L25",10,0
"Company Swamp","CS_975",2009,142,"River Levee","G25",10,1
"Company Swamp","CS_975",2010,140,"River Levee","L25",3,1
"Company Swamp","CS_975",2010,140,"River Levee","G25",3,1
"Company Swamp","CS_975",2010,140,"River Levee","L25",5,0
"Company Swamp","CS_975",2010,140,"River Levee","G25",5,0
"Company Swamp","CS_975",2010,140,"River Levee","L25",10,0
"Company Swamp","CS_975",2010,140,"River Levee","G25",10,0
"Company Swamp","CS_975",2011,144,"River Levee","L25",3,1
"Company Swamp","CS_975",2011,144,"River Levee","G25",3,0
"Company Swamp","CS_975",2011,144,"River Levee","L25",5,1
"Company Swamp","CS_975",2011,144,"River Levee","G25",5,0
"Company Swamp","CS_975",2011,144,"River Levee","L25",10,0
"Company Swamp","CS_975",2011,144,"River Levee","G25",10,0
"Company Swamp","CS_975",2012,142,"River Levee","L25",3,2
"Company Swamp","CS_975",2012,142,"River Levee","G25",3,0
"Company Swamp","CS_975",2012,142,"River Levee","L25",5,0
"Company Swamp","CS_975",2012,142,"River Levee","G25",5,0
"Company Swamp","CS_975",2012,142,"River Levee","L25",10,1
"Company Swamp","CS_975",2012,142,"River Levee","G25",10,0
"Company Swamp","CS_975",2013,148,"River Levee","L25",3,2
"Company Swamp","CS_975",2013,148,"River Levee","G25",3,0
"Company Swamp","CS_975",2013,148,"River Levee","L25",5,0
"Company Swamp","CS_975",2013,148,"River Levee","G25",5,0
"Company Swamp","CS_975",2013,148,"River Levee","L25",10,1
"Company Swamp","CS_975",2013,148,"River Levee","G25",10,0
"Company Swamp","CS_975",2014,141,"River Levee","L25",3,1
"Company Swamp","CS_975",2014,141,"River Levee","G25",3,0
"Company Swamp","CS_975",2014,141,"River Levee","L25",5,0
"Company Swamp","CS_975",2014,141,"River Levee","G25",5,0
"Company Swamp","CS_975",2014,141,"River Levee","L25",10,0
"Company Swamp","CS_975",2014,141,"River Levee","G25",10,1
"Company Swamp","CS_975",2015,139,"River Levee","L25",3,1
"Company Swamp","CS_975",2015,139,"River Levee","G25",3,0
"Company Swamp","CS_975",2015,139,"River Levee","L25",5,0
"Company Swamp","CS_975",2015,139,"River Levee","G25",5,0
"Company Swamp","CS_975",2015,139,"River Levee","L25",10,0
"Company Swamp","CS_975",2015,139,"River Levee","G25",10,0
"Company Swamp","CS_975",2016,137,"River Levee","L25",3,1
"Company Swamp","CS_975",2016,137,"River Levee","G25",3,0
"Company Swamp","CS_975",2016,137,"River Levee","L25",5,0
"Company Swamp","CS_975",2016,137,"River Levee","G25",5,0
"Company Swamp","CS_975",2016,137,"River Levee","L25",10,0
"Company Swamp","CS_975",2016,137,"River Levee","G25",10,0
"Company Swamp","CS_975",2017,135,"River Levee","L25",3,1
"Company Swamp","CS_975",2017,135,"River Levee","G25",3,0
"Company Swamp","CS_975",2017,135,"River Levee","L25",5,0
"Company Swamp","CS_975",2017,135,"River Levee","G25",5,0
"Company Swamp","CS_975",2017,135,"River Levee","L25",10,0
"Company Swamp","CS_975",2017,135,"River Levee","G25",10,0
"Company Swamp","CS_975",2018,138,"River Levee","L25",3,1
"Company Swamp","CS_975",2018,138,"River Levee","G25",3,0
"Company Swamp","CS_975",2018,138,"River Levee","L25",5,1
"Company Swamp","CS_975",2018,138,"River Levee","G25",5,0
"Company Swamp","CS_975",2018,138,"River Levee","L25",10,0
"Company Swamp","CS_975",2018,138,"River Levee","G25",10,0
"Company Swamp","CS_975",2019,140,"River Levee","L25",3,1
"Company Swamp","CS_975",2019,140,"River Levee","G25",3,0
"Company Swamp","CS_975",2019,140,"River Levee","L25",5,0
"Company Swamp","CS_975",2019,140,"River Levee","G25",5,0
"Company Swamp","CS_975",2019,140,"River Levee","L25",10,0
"Company Swamp","CS_975",2019,140,"River Levee","G25",10,0
"Company Swamp","CS_975",2021,139,"River Levee","L25",3,0
"Company Swamp","CS_975",2021,139,"River Levee","G25",3,0
"Company Swamp","CS_975",2021,139,"River Levee","L25",5,1
"Company Swamp","CS_975",2021,139,"River Levee","G25",5,0
"Company Swamp","CS_975",2021,139,"River Levee","L25",10,0
"Company Swamp","CS_975",2021,139,"River Levee","G25",10,0
"Company Swamp","CS_975",2022,143,"River Levee","L25",3,1
"Company Swamp","CS_975",2022,143,"River Levee","G25",3,0
"Company Swamp","CS_975",2022,143,"River Levee","L25",5,0
"Company Swamp","CS_975",2022,143,"River Levee","G25",5,0
"Company Swamp","CS_975",2022,143,"River Levee","L25",10,0
"Company Swamp","CS_975",2022,143,"River Levee","G25",10,0
"Company Swamp","CS_976",2001,141,"River Levee","L25",3,0
"Company Swamp","CS_976",2001,141,"River Levee","G25",3,0
"Company Swamp","CS_976",2001,141,"River Levee","L25",5,0
"Company Swamp","CS_976",2001,141,"River Levee","G25",5,0
"Company Swamp","CS_976",2001,141,"River Levee","L25",10,0
"Company Swamp","CS_976",2001,141,"River Levee","G25",10,0
"Company Swamp","CS_976",2002,140,"River Levee","L25",3,0
"Company Swamp","CS_976",2002,140,"River Levee","G25",3,1
"Company Swamp","CS_976",2002,140,"River Levee","L25",5,0
"Company Swamp","CS_976",2002,140,"River Levee","G25",5,0
"Company Swamp","CS_976",2002,140,"River Levee","L25",10,0
"Company Swamp","CS_976",2002,140,"River Levee","G25",10,0
"Company Swamp","CS_976",2003,141,"River Levee","L25",3,0
"Company Swamp","CS_976",2003,141,"River Levee","G25",3,1
"Company Swamp","CS_976",2003,141,"River Levee","L25",5,0
"Company Swamp","CS_976",2003,141,"River Levee","G25",5,0
"Company Swamp","CS_976",2003,141,"River Levee","L25",10,0
"Company Swamp","CS_976",2003,141,"River Levee","G25",10,0
"Company Swamp","CS_976",2004,142,"River Levee","L25",3,1
"Company Swamp","CS_976",2004,142,"River Levee","G25",3,0
"Company Swamp","CS_976",2004,142,"River Levee","L25",5,0
"Company Swamp","CS_976",2004,142,"River Levee","G25",5,0
"Company Swamp","CS_976",2004,142,"River Levee","L25",10,0
"Company Swamp","CS_976",2004,142,"River Levee","G25",10,0
"Company Swamp","CS_976",2005,138,"River Levee","L25",3,1
"Company Swamp","CS_976",2005,138,"River Levee","G25",3,0
"Company Swamp","CS_976",2005,138,"River Levee","L25",5,0
"Company Swamp","CS_976",2005,138,"River Levee","G25",5,0
"Company Swamp","CS_976",2005,138,"River Levee","L25",10,1
"Company Swamp","CS_976",2005,138,"River Levee","G25",10,0
"Company Swamp","CS_976",2006,143,"River Levee","L25",3,2
"Company Swamp","CS_976",2006,143,"River Levee","G25",3,0
"Company Swamp","CS_976",2006,143,"River Levee","L25",5,0
"Company Swamp","CS_976",2006,143,"River Levee","G25",5,0
"Company Swamp","CS_976",2006,143,"River Levee","L25",10,0
"Company Swamp","CS_976",2006,143,"River Levee","G25",10,0
"Company Swamp","CS_976",2007,136,"River Levee","L25",3,1
"Company Swamp","CS_976",2007,136,"River Levee","G25",3,0
"Company Swamp","CS_976",2007,136,"River Levee","L25",5,0
"Company Swamp","CS_976",2007,136,"River Levee","G25",5,0
"Company Swamp","CS_976",2007,136,"River Levee","L25",10,0
"Company Swamp","CS_976",2007,136,"River Levee","G25",10,0
"Company Swamp","CS_976",2008,142,"River Levee","L25",3,1
"Company Swamp","CS_976",2008,142,"River Levee","G25",3,0
"Company Swamp","CS_976",2008,142,"River Levee","L25",5,0
"Company Swamp","CS_976",2008,142,"River Levee","G25",5,0
"Company Swamp","CS_976",2008,142,"River Levee","L25",10,0
"Company Swamp","CS_976",2008,142,"River Levee","G25",10,0
"Company Swamp","CS_976",2009,142,"River Levee","L25",3,1
"Company Swamp","CS_976",2009,142,"River Levee","G25",3,1
"Company Swamp","CS_976",2009,142,"River Levee","L25",5,0
"Company Swamp","CS_976",2009,142,"River Levee","G25",5,0
"Company Swamp","CS_976",2009,142,"River Levee","L25",10,0
"Company Swamp","CS_976",2009,142,"River Levee","G25",10,0
"Company Swamp","CS_976",2010,140,"River Levee","L25",3,1
"Company Swamp","CS_976",2010,140,"River Levee","G25",3,0
"Company Swamp","CS_976",2010,140,"River Levee","L25",5,0
"Company Swamp","CS_976",2010,140,"River Levee","G25",5,0
"Company Swamp","CS_976",2010,140,"River Levee","L25",10,0
"Company Swamp","CS_976",2010,140,"River Levee","G25",10,0
"Company Swamp","CS_976",2011,144,"River Levee","L25",3,2
"Company Swamp","CS_976",2011,144,"River Levee","G25",3,0
"Company Swamp","CS_976",2011,144,"River Levee","L25",5,0
"Company Swamp","CS_976",2011,144,"River Levee","G25",5,0
"Company Swamp","CS_976",2011,144,"River Levee","L25",10,0
"Company Swamp","CS_976",2011,144,"River Levee","G25",10,0
"Company Swamp","CS_976",2012,142,"River Levee","L25",3,2
"Company Swamp","CS_976",2012,142,"River Levee","G25",3,0
"Company Swamp","CS_976",2012,142,"River Levee","L25",5,0
"Company Swamp","CS_976",2012,142,"River Levee","G25",5,0
"Company Swamp","CS_976",2012,142,"River Levee","L25",10,0
"Company Swamp","CS_976",2012,142,"River Levee","G25",10,0
"Company Swamp","CS_976",2013,148,"River Levee","L25",3,3
"Company Swamp","CS_976",2013,148,"River Levee","G25",3,0
"Company Swamp","CS_976",2013,148,"River Levee","L25",5,0
"Company Swamp","CS_976",2013,148,"River Levee","G25",5,0
"Company Swamp","CS_976",2013,148,"River Levee","L25",10,0
"Company Swamp","CS_976",2013,148,"River Levee","G25",10,0
"Company Swamp","CS_976",2014,141,"River Levee","L25",3,0
"Company Swamp","CS_976",2014,141,"River Levee","G25",3,0
"Company Swamp","CS_976",2014,141,"River Levee","L25",5,0
"Company Swamp","CS_976",2014,141,"River Levee","G25",5,0
"Company Swamp","CS_976",2014,141,"River Levee","L25",10,1
"Company Swamp","CS_976",2014,141,"River Levee","G25",10,1
"Company Swamp","CS_976",2015,139,"River Levee","L25",3,1
"Company Swamp","CS_976",2015,139,"River Levee","G25",3,0
"Company Swamp","CS_976",2015,139,"River Levee","L25",5,0
"Company Swamp","CS_976",2015,139,"River Levee","G25",5,0
"Company Swamp","CS_976",2015,139,"River Levee","L25",10,0
"Company Swamp","CS_976",2015,139,"River Levee","G25",10,0
"Company Swamp","CS_976",2016,137,"River Levee","L25",3,1
"Company Swamp","CS_976",2016,137,"River Levee","G25",3,0
"Company Swamp","CS_976",2016,137,"River Levee","L25",5,0
"Company Swamp","CS_976",2016,137,"River Levee","G25",5,0
"Company Swamp","CS_976",2016,137,"River Levee","L25",10,0
"Company Swamp","CS_976",2016,137,"River Levee","G25",10,0
"Company Swamp","CS_976",2017,135,"River Levee","L25",3,1
"Company Swamp","CS_976",2017,135,"River Levee","G25",3,0
"Company Swamp","CS_976",2017,135,"River Levee","L25",5,0
"Company Swamp","CS_976",2017,135,"River Levee","G25",5,0
"Company Swamp","CS_976",2017,135,"River Levee","L25",10,0
"Company Swamp","CS_976",2017,135,"River Levee","G25",10,0
"Company Swamp","CS_976",2018,138,"River Levee","L25",3,2
"Company Swamp","CS_976",2018,138,"River Levee","G25",3,0
"Company Swamp","CS_976",2018,138,"River Levee","L25",5,0
"Company Swamp","CS_976",2018,138,"River Levee","G25",5,0
"Company Swamp","CS_976",2018,138,"River Levee","L25",10,0
"Company Swamp","CS_976",2018,138,"River Levee","G25",10,0
"Company Swamp","CS_976",2019,140,"River Levee","L25",3,1
"Company Swamp","CS_976",2019,140,"River Levee","G25",3,0
"Company Swamp","CS_976",2019,140,"River Levee","L25",5,0
"Company Swamp","CS_976",2019,140,"River Levee","G25",5,0
"Company Swamp","CS_976",2019,140,"River Levee","L25",10,0
"Company Swamp","CS_976",2019,140,"River Levee","G25",10,0
"Company Swamp","CS_976",2021,139,"River Levee","L25",3,1
"Company Swamp","CS_976",2021,139,"River Levee","G25",3,0
"Company Swamp","CS_976",2021,139,"River Levee","L25",5,0
"Company Swamp","CS_976",2021,139,"River Levee","G25",5,0
"Company Swamp","CS_976",2021,139,"River Levee","L25",10,0
"Company Swamp","CS_976",2021,139,"River Levee","G25",10,0
"Company Swamp","CS_976",2022,143,"River Levee","L25",3,1
"Company Swamp","CS_976",2022,143,"River Levee","G25",3,0
"Company Swamp","CS_976",2022,143,"River Levee","L25",5,0
"Company Swamp","CS_976",2022,143,"River Levee","G25",5,0
"Company Swamp","CS_976",2022,143,"River Levee","L25",10,0
"Company Swamp","CS_976",2022,143,"River Levee","G25",10,0
"Company Swamp","CS_977",2001,141,"River Levee","L25",3,0
"Company Swamp","CS_977",2001,141,"River Levee","G25",3,2
"Company Swamp","CS_977",2001,141,"River Levee","L25",5,0
"Company Swamp","CS_977",2001,141,"River Levee","G25",5,0
"Company Swamp","CS_977",2001,141,"River Levee","L25",10,0
"Company Swamp","CS_977",2001,141,"River Levee","G25",10,0
"Company Swamp","CS_977",2002,140,"River Levee","L25",3,1
"Company Swamp","CS_977",2002,140,"River Levee","G25",3,1
"Company Swamp","CS_977",2002,140,"River Levee","L25",5,0
"Company Swamp","CS_977",2002,140,"River Levee","G25",5,0
"Company Swamp","CS_977",2002,140,"River Levee","L25",10,0
"Company Swamp","CS_977",2002,140,"River Levee","G25",10,0
"Company Swamp","CS_977",2003,141,"River Levee","L25",3,0
"Company Swamp","CS_977",2003,141,"River Levee","G25",3,1
"Company Swamp","CS_977",2003,141,"River Levee","L25",5,0
"Company Swamp","CS_977",2003,141,"River Levee","G25",5,0
"Company Swamp","CS_977",2003,141,"River Levee","L25",10,0
"Company Swamp","CS_977",2003,141,"River Levee","G25",10,0
"Company Swamp","CS_977",2004,142,"River Levee","L25",3,2
"Company Swamp","CS_977",2004,142,"River Levee","G25",3,1
"Company Swamp","CS_977",2004,142,"River Levee","L25",5,0
"Company Swamp","CS_977",2004,142,"River Levee","G25",5,0
"Company Swamp","CS_977",2004,142,"River Levee","L25",10,0
"Company Swamp","CS_977",2004,142,"River Levee","G25",10,0
"Company Swamp","CS_977",2005,138,"River Levee","L25",3,1
"Company Swamp","CS_977",2005,138,"River Levee","G25",3,0
"Company Swamp","CS_977",2005,138,"River Levee","L25",5,0
"Company Swamp","CS_977",2005,138,"River Levee","G25",5,0
"Company Swamp","CS_977",2005,138,"River Levee","L25",10,0
"Company Swamp","CS_977",2005,138,"River Levee","G25",10,0
"Company Swamp","CS_977",2006,143,"River Levee","L25",3,1
"Company Swamp","CS_977",2006,143,"River Levee","G25",3,0
"Company Swamp","CS_977",2006,143,"River Levee","L25",5,1
"Company Swamp","CS_977",2006,143,"River Levee","G25",5,0
"Company Swamp","CS_977",2006,143,"River Levee","L25",10,0
"Company Swamp","CS_977",2006,143,"River Levee","G25",10,0
"Company Swamp","CS_977",2007,136,"River Levee","L25",3,1
"Company Swamp","CS_977",2007,136,"River Levee","G25",3,1
"Company Swamp","CS_977",2007,136,"River Levee","L25",5,0
"Company Swamp","CS_977",2007,136,"River Levee","G25",5,0
"Company Swamp","CS_977",2007,136,"River Levee","L25",10,0
"Company Swamp","CS_977",2007,136,"River Levee","G25",10,0
"Company Swamp","CS_977",2008,142,"River Levee","L25",3,1
"Company Swamp","CS_977",2008,142,"River Levee","G25",3,0
"Company Swamp","CS_977",2008,142,"River Levee","L25",5,0
"Company Swamp","CS_977",2008,142,"River Levee","G25",5,0
"Company Swamp","CS_977",2008,142,"River Levee","L25",10,0
"Company Swamp","CS_977",2008,142,"River Levee","G25",10,0
"Company Swamp","CS_977",2009,142,"River Levee","L25",3,1
"Company Swamp","CS_977",2009,142,"River Levee","G25",3,1
"Company Swamp","CS_977",2009,142,"River Levee","L25",5,0
"Company Swamp","CS_977",2009,142,"River Levee","G25",5,0
"Company Swamp","CS_977",2009,142,"River Levee","L25",10,0
"Company Swamp","CS_977",2009,142,"River Levee","G25",10,0
"Company Swamp","CS_977",2010,140,"River Levee","L25",3,0
"Company Swamp","CS_977",2010,140,"River Levee","G25",3,0
"Company Swamp","CS_977",2010,140,"River Levee","L25",5,0
"Company Swamp","CS_977",2010,140,"River Levee","G25",5,0
"Company Swamp","CS_977",2010,140,"River Levee","L25",10,1
"Company Swamp","CS_977",2010,140,"River Levee","G25",10,0
"Company Swamp","CS_977",2011,144,"River Levee","L25",3,2
"Company Swamp","CS_977",2011,144,"River Levee","G25",3,0
"Company Swamp","CS_977",2011,144,"River Levee","L25",5,0
"Company Swamp","CS_977",2011,144,"River Levee","G25",5,0
"Company Swamp","CS_977",2011,144,"River Levee","L25",10,0
"Company Swamp","CS_977",2011,144,"River Levee","G25",10,0
"Company Swamp","CS_977",2012,142,"River Levee","L25",3,1
"Company Swamp","CS_977",2012,142,"River Levee","G25",3,0
"Company Swamp","CS_977",2012,142,"River Levee","L25",5,0
"Company Swamp","CS_977",2012,142,"River Levee","G25",5,1
"Company Swamp","CS_977",2012,142,"River Levee","L25",10,0
"Company Swamp","CS_977",2012,142,"River Levee","G25",10,0
"Company Swamp","CS_977",2013,148,"River Levee","L25",3,0
"Company Swamp","CS_977",2013,148,"River Levee","G25",3,0
"Company Swamp","CS_977",2013,148,"River Levee","L25",5,1
"Company Swamp","CS_977",2013,148,"River Levee","G25",5,0
"Company Swamp","CS_977",2013,148,"River Levee","L25",10,0
"Company Swamp","CS_977",2013,148,"River Levee","G25",10,1
"Company Swamp","CS_977",2014,141,"River Levee","L25",3,0
"Company Swamp","CS_977",2014,141,"River Levee","G25",3,1
"Company Swamp","CS_977",2014,141,"River Levee","L25",5,0
"Company Swamp","CS_977",2014,141,"River Levee","G25",5,0
"Company Swamp","CS_977",2014,141,"River Levee","L25",10,1
"Company Swamp","CS_977",2014,141,"River Levee","G25",10,0
"Company Swamp","CS_977",2015,139,"River Levee","L25",3,0
"Company Swamp","CS_977",2015,139,"River Levee","G25",3,1
"Company Swamp","CS_977",2015,139,"River Levee","L25",5,0
"Company Swamp","CS_977",2015,139,"River Levee","G25",5,0
"Company Swamp","CS_977",2015,139,"River Levee","L25",10,0
"Company Swamp","CS_977",2015,139,"River Levee","G25",10,0
"Company Swamp","CS_977",2016,137,"River Levee","L25",3,1
"Company Swamp","CS_977",2016,137,"River Levee","G25",3,0
"Company Swamp","CS_977",2016,137,"River Levee","L25",5,0
"Company Swamp","CS_977",2016,137,"River Levee","G25",5,0
"Company Swamp","CS_977",2016,137,"River Levee","L25",10,0
"Company Swamp","CS_977",2016,137,"River Levee","G25",10,0
"Company Swamp","CS_977",2017,135,"River Levee","L25",3,0
"Company Swamp","CS_977",2017,135,"River Levee","G25",3,0
"Company Swamp","CS_977",2017,135,"River Levee","L25",5,0
"Company Swamp","CS_977",2017,135,"River Levee","G25",5,0
"Company Swamp","CS_977",2017,135,"River Levee","L25",10,0
